Change Request,Description,CR type,Process,WF type,Date completed,Month
200003064,CA-228885 MRA G6 IV 11035244 IP Update,MDG,Quality CR,YG3,22-Dec-25,Dec-25
196272,Activate BOM - ACN: 556800,MDG,Maintanence,Alpin,23-Dec-25,Dec-25
1651088,VERIFY ZFIN CR 1405468,MDG,Development,YMP30_16,23-Dec-25,Dec-25
1652536,VERIFY FINP CR 1461079,MDG,Development,YMP30_16,23-Dec-25,Dec-25
1653492,VERIFY ZFIN CR 1636252,MDG,Development,YMP30_16,23-Dec-25,Dec-25
1655921,VERIFY ZFIN CR 1465006,MDG,Development,YMP30_16,23-Dec-25,Dec-25
1675721,VERIFY FINP CR 1465014,MDG,Development,YMP30_16,23-Dec-25,Dec-25
1677178,VERIFY ZFIN CR 1465005,MDG,Development,YMP30_16,23-Dec-25,Dec-25
1646214,AFF_ZFIN_Execution-Ready_P30_Plant 2671,MDG,Maintanence,YMP30_21,23-Dec-25,Dec-25
1683570,AFF_ZFIN_Update_P30_Plant_1490_RemovePP1,MDG,Maintanence,YMP30_16,23-Dec-25,Dec-25
1684541,AFF_ZFIN_Update_P30_Plant_1490_RemovePP1,MDG,Maintanence,YMP30_16,23-Dec-25,Dec-25
1684538,AFF_ZFIN_Update_P30_Plant_1490_RemovePP1,MDG,Maintanence,YMP30_16,23-Dec-25,Dec-25
200003024,Update Spec ID and effective date HerIV,MDG,Quality CR,YQ1,23-Dec-25,Dec-25
200003074,"11042416, 11042406 Assign CP and SpecID",MDG,Quality CR,YG1,23-Dec-25,Dec-25
200002924,INC15860983 Inspection Type Update,MDG,Quality CR,YG4,23-Dec-25,Dec-25
900005731,C031_Ireland_PIR_DeletionFlag,MDG,Intercompany,CR 999,23-Dec-25,Dec-25
900005723,I731_NewZealand_PIRupdate_2026,MDG,Intercompany,CR 999,23-Dec-25,Dec-25
200001516,MDS_Internal 4-eyes principle,MDG,Customer master,P30,23-Dec-25,Dec-25
100005005,A513 Hemlibra Recipe 11039288/89 update,Make,Production master data,G25,23-Dec-25,Dec-25
100004997,A513: EMI DS Kit 11043585 MMR Create,Make,Production master data,G21,23-Dec-25,Dec-25
100004998,A513: EMI DS Kit 11043563 MMR Create,Make,Production master data,G21,23-Dec-25,Dec-25
2104179,Update MRP data plant 1105,MDG,Maintanence,YMP30_08,02-Jan-26,Jan-26
2105617,Update MRP data plant 1105,MDG,Maintanence,YMP30_08,02-Jan-26,Jan-26
2138148,Create FINP GCC-36 NMRMC0165850,MDG,Material master creation,LCM WF,02-Jan-26,Jan-26
2138243,AFF_ZFIN_Execution-Ready_P30_Plant 2665,MDG,Production & launch,YMP30_21,02-Jan-26,Jan-26
2138302,AFF_ZFIN_Update_P30_Plant_2645_PIRpriceD0,MDG,Intercompany,YMP30_16,02-Jan-26,Jan-26
2138195,AFF_ZFIN_Update_P30_Plant_2645_PIRpriceD0,MDG,Intercompany,YMP30_16,02-Jan-26,Jan-26
2138460,AFF_ZFIN_Update_P30_Plant_2645_Revert_D1_status,MDG,Maintanence,YMP30_16,02-Jan-26,Jan-26
2138641,AFF_ZFIN_Update_P30_Plant_2645_Revert_D1_status,MDG,Maintanence,YMP30_16,02-Jan-26,Jan-26
2138642,AFF_ZFIN_Update_P30_Plant_2645_Revert_D1_status,MDG,Maintanence,YMP30_16,02-Jan-26,Jan-26
2138635,AFF_ZFIN_Execution-Ready_P30_Plant 1490,MDG,Production & launch,YMP30_21,02-Jan-26,Jan-26
900005806,BOM Change(Evrysdi 0.75MG Sample),Make,Production master data,CR 999,02-Jan-26,Jan-26
100005036,A514 ACT50 Recipe Update ALP193423,Make,Production master data,G35,05-Jan-26,Jan-26
1462048,AFF_ZFIN_Execution-Ready_P30_Plant 2645,MDG,Production & launch,YMP30_21,05-Jan-26,Jan-26
1461076,AFF_ZFIN_Execution-Ready_P30_Plant 2645,MDG,Production & launch,YMP30_21,05-Jan-26,Jan-26
1649143,AFF_ZFIN_Execution-Ready_P30_Plant 2655,MDG,Production & launch,YMP30_21,05-Jan-26,Jan-26
1407528,AFF_ZFIN_Execution-Ready_P30_Plant 2800,MDG,Production & launch,YMP30_21,05-Jan-26,Jan-26
1414998,AFF_ZFIN_Execution-Ready_P30_Plant 2800,MDG,Production & launch,YMP30_21,05-Jan-26,Jan-26
1468931,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,05-Jan-26,Jan-26
2138635,AFF_ZFIN_Execution-Ready_P30_Plant 1490,MDG,Production & launch,YMP30_21,05-Jan-26,Jan-26
2143058,AFF_ZFIN_Affiliate_Update_P98_Plant 1310,MDG,Maintanence,YMP30_16,05-Jan-26,Jan-26
2143476,VERIFY FINP CR 2143155,MDG,Development,YMP30_16,05-Jan-26,Jan-26
1645707,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,05-Jan-26,Jan-26
200001517,MDS_Change/update Master Data,MDG,Customer master,P30,06-Jan-26,Jan-26
200001518,MDS_Change/update Master Data,MDG,Customer master,P30,06-Jan-26,Jan-26
200001519,MDS_Change/update Master Data,MDG,Customer master,P30,06-Jan-26,Jan-26
2145204,CMO_ZBUL_UpdateNonGMP_P30_CH0,MDG,Maintanence,YMP30_08,06-Jan-26,Jan-26
2145213,CMO_ZBUL_UpdateNonGMP_P30_CH0,MDG,Maintanence,YMP30_08,06-Jan-26,Jan-26
2145229,VERIFY FINP CR 2143270,MDG,Development,YMP30_16,06-Jan-26,Jan-26
2144998,Create FINP MAK-36 NMRMC0165851,MDG,Material master creation,LCM WF,06-Jan-26,Jan-26
2145310,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,06-Jan-26,Jan-26
2145431,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,06-Jan-26,Jan-26
2145422,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,06-Jan-26,Jan-26
100005041,A511 Update DPI DTOM CSC DNSM,Make,Production master data,G14,06-Jan-26,Jan-26
100005023,A514 Move recipes to status 3,Make,Production master data,G35,06-Jan-26,Jan-26
100004855,530701_RECORMON 4000IU/0.3ML_Change,Make,Production master data,CR1,06-Jan-26,Jan-26
100005052,A513 Hemlibra Recipe BOM Update Buffers,Make,Production master data,G25,06-Jan-26,Jan-26
100005040,A511 Activate/Update CD19 Harvest Recipt,Make,Production master data,G15,06-Jan-26,Jan-26
100004304,Testing for INC15891947,Make,Production master data,P50 ,06-Jan-26,Jan-26
100005060,Prolopa Change Request,Make,Production master data,CR1,07-Jan-26,Jan-26
100005056,A513 Hemlibra Recipe BOM Update BFS,Make,Production master data,G25,07-Jan-26,Jan-26
2144998,Create FINP MAK-36 NMRMC0165851,MDG,Material master creation,LCM WF,07-Jan-26,Jan-26
2145427,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2145416,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2145433,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2145461,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2145376,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2145431,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2145422,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2145310,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2147675,Create Decentral_L731_CR 2144320,MDG,Material master creation,YMCG001,07-Jan-26,Jan-26
2147954,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2147843,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2147955,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2147971,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2147878,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2147957,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
2147966,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,07-Jan-26,Jan-26
900005840,P30_2830_Ghana_PIRupdate_2026,MDG,Intercompany,CR999,07-Jan-26,Jan-26
2147964,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147975,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147880,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147692,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147843,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147878,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147954,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147955,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147966,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2145397,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147971,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147910,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147850,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2147337,AFF_ZFIN_Execution Ready_P30_Plant 1441,MDG,Production & launch,YMP30_21,08-Jan-26,Jan-26
2147319,AFF_ZFIN_Execution Ready_P30_Plant 1441,MDG,Production & launch,YMP30_21,08-Jan-26,Jan-26
2149655,Create FINP BE NMRMC0165863,MDG,Material master creation,LCM WF,08-Jan-26,Jan-26
900005797,A516_US Hub Louisville_PIRprice,MDG,Intercompany,CR999,08-Jan-26,Jan-26
2147957,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,08-Jan-26,Jan-26
2145397,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_21,08-Jan-26,Jan-26
2149578,Create FINP DK-NO-IS NMRMC0165871,MDG,Material master creation,LCM WF,08-Jan-26,Jan-26
2145652,AFF_ZFIN_Execution-Ready_P30_Plant 2640,MDG,Production & launch,YMP30_21,08-Jan-26,Jan-26
100005026,10246402_VABYSMO 6MG-0.05ML_CHANGE,Make,Production master data,CR1,08-Jan-26,Jan-26
100005029,A515 - Create BCMA FG Planning recipe,Make,Production master data,G41,08-Jan-26,Jan-26
100004844,L931 Alt3 Cellcept 250_create,Make,Production master data,CR1,08-Jan-26,Jan-26
100005072,A517 RSDC Mass GR Recipe Creation,Make,Production master data,G15,08-Jan-26,Jan-26
100005071,A514 Update Media Fill Pool Recipes,Make,Production master data,G36,08-Jan-26,Jan-26
100005090,A513 Hemlibra UFDF New Memb 11038673 BOM,Make,Production master data,G24,08-Jan-26,Jan-26
100004937,M731_Mabthera 1400mg_Change,Make,Production master data,CR1,09-Jan-26,Jan-26
100004936,M731_Hemlibra 105mg_Change,Make,Production master data,CR1,09-Jan-26,Jan-26
100004884,M731_Herceptin 440mg_Change and Create,Make,Production master data,CR1,09-Jan-26,Jan-26
2150099,VERIFY FINP CR 2148049,MDG,Development,YMP30_16,09-Jan-26,Jan-26
2150277,VERIFY FINP CR 2147995,MDG,Development,YMP30_16,09-Jan-26,Jan-26
2152256,Planning ready_CR_2148997,MDG,Production & launch,YMUX0033,09-Jan-26,Jan-26
2149579,Create FINP ELL NMRMC0165864,MDG,Material master creation,LCM WF,09-Jan-26,Jan-26
2149696,Create FINP ES NMRMC0165867,MDG,Material master creation,LCM WF,09-Jan-26,Jan-26
2147880,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,09-Jan-26,Jan-26
2147964,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,09-Jan-26,Jan-26
2150961,VERIFY ZFIN CR 2149637,MDG,Development,YMP30_16,09-Jan-26,Jan-26
2150828,Create FINP PL NMRMC0165876,MDG,Material master creation,LCM WF,12-Jan-26,Jan-26
2153014,VERIFY FINP CR 2152559,MDG,Development,YMP30_16,12-Jan-26,Jan-26
2149623,Create FINP CZ-SK NMRMC0165884,MDG,Material master creation,LCM WF,12-Jan-26,Jan-26
2145424,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,12-Jan-26,Jan-26
2145666,AFF_ZFIN_Execution-Ready_P30_Plant 2830,MDG,Production & launch,YMP30_21,12-Jan-26,Jan-26
2145508,AFF_ZFIN_Execution-Ready_P30_Plant 2830,MDG,Production & launch,YMP30_21,12-Jan-26,Jan-26
2145693,AFF_ZFIN_Execution-Ready_P30_Plant 2830,MDG,Production & launch,YMP30_21,12-Jan-26,Jan-26
2147880,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,12-Jan-26,Jan-26
2150292,CMO_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,12-Jan-26,Jan-26
2152677,AFF_ZFIN_Execution-Ready_P30_Plant 2673,MDG,Production & launch,YMP30_21,12-Jan-26,Jan-26
900005876,Update DIR 10000129182 for PPM CA-251867,MDG,Maintanence,CR999,12-Jan-26,Jan-26
900005877,Update DIR 10000134584 for PPM CA-251867,MDG,Maintanence,CR999,12-Jan-26,Jan-26
900005902,Update DIR 10000249204 for PPM CA-251867,MDG,Maintanence,CR999,12-Jan-26,Jan-26
100005079,L931_552425_Actemra200mg,Make,Production master data,CR1,12-Jan-26,Jan-26
100005067,A513: MRA G6 DS BP 30258 MMR Update,Make,Production master data,G23,12-Jan-26,Jan-26
100005097,A513 Hemlibra Recipe BOM Update Buffers,Make,Production master data,G25,12-Jan-26,Jan-26
100004936,M731_Hemlibra 105mg_Change,Make,Production master data,CR1,12-Jan-26,Jan-26
100005096,A513 Recipe update Execution 4 11038532,Make,Production master data,G22,12-Jan-26,Jan-26
100004936,M731_Hemlibra 105mg_Change,Make,Production master data,CR1,13-Jan-26,Jan-26
2157910,P30_plant2990_extension,MDG,Development,YMP30_16,13-Jan-26,Jan-26
2152527,Create FINP HU NMRMC0165869,MDG,Material master creation,LCM WF,13-Jan-26,Jan-26
2157550,Create FINP BR NMRMC0165917,MDG,Material master creation,LCM WF,13-Jan-26,Jan-26
2152736,Create FINP MAK-24 NMRMC0165903,MDG,Material master creation,LCM WF,13-Jan-26,Jan-26
2152630,P30_Plant 2655_Extension,MDG,Development,YMP30_16,13-Jan-26,Jan-26
2147676,Create Decentral_L731_CR 2144320,MDG,Maintanence,LCM WF,13-Jan-26,Jan-26
2160409,AFF_ZFIN_Execution-Ready_P30_Plant 1441,MDG,Production & launch,YMP30_21,13-Jan-26,Jan-26
2160367,AFF_ZFIN_Execution-Ready_P30_Plant 1441,MDG,Production & launch,YMP30_21,13-Jan-26,Jan-26
2152232,AFF_ZFIN_Execution-Ready_P30_Plant 4030 4040,MDG,Production & launch,YMP30_21,13-Jan-26,Jan-26
900005921,QE-114924 CA-244364,MDG,Maintanence,CR999,13-Jan-26,Jan-26
900005908,Update DIR 10000129179 for PPM CA-251867,MDG,Maintanence,CR999,13-Jan-26,Jan-26
900005910,Update DIR 10000129183 for PPM CA-251867,MDG,Maintanence,CR999,13-Jan-26,Jan-26
2157592,Create FINP EEU NMRMC0165918,MDG,Material master creation,LCM WF,13-Jan-26,Jan-26
2150962,AFF_ZFIN_Execution-Ready_P30_Plant 2645,MDG,Production & launch,YMP30_21,13-Jan-26,Jan-26
2152610,AFF_ZFIN_Execution-Ready_P30_Plant 2665,MDG,Production & launch,YMP30_21,13-Jan-26,Jan-26
2152761,AFF_ZFIN_Execution-Ready_P30_Plant 2674,MDG,Production & launch,YMP30_21,13-Jan-26,Jan-26
2152786,AFF_ZFIN_Execution-Ready_P30_Plant 2675,MDG,Production & launch,YMP30_21,13-Jan-26,Jan-26
2160363,AFF_ZFIN_Execution-Ready_P30_Plant 2665_Decentral,MDG,Production & launch,YMP30_21,13-Jan-26,Jan-26
2157580,Create FINP TR NMRMC0165926,MDG,Material master creation,LCM WF,13-Jan-26,Jan-26
2147931,CMO_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,14-Jan-26,Jan-26
2145424,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,14-Jan-26,Jan-26
2150292,CMO_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,14-Jan-26,Jan-26
2160367,AFF_ZFIN_Execution-Ready_P30_Plant 1441,MDG,Production & launch,YMP30_21,14-Jan-26,Jan-26
2160409,AFF_ZFIN_Execution-Ready_P30_Plant 1441,MDG,Production & launch,YMP30_21,14-Jan-26,Jan-26
2161177,R4E_I731_ACN556077_NZ_CC 2704,MDG,Production & launch,YMFG002,14-Jan-26,Jan-26
2161254,R4E_I731_ACN556075_NZ_CC 2704,MDG,Production & launch,YMFG002,14-Jan-26,Jan-26
2161352,R4E_F231_CH_ACN541470_CC_1208,MDG,Production & launch,YMFG002,14-Jan-26,Jan-26
2161440,R4E_F231_CH_ACN548776_CC_1208,MDG,Production & launch,YMFG002,14-Jan-26,Jan-26
200001526,MDS_Change/update Master Data,MDG,Customer master,P30,14-Jan-26,Jan-26
200001527,MDS_Change/update Master Data,MDG,Customer master,P30,14-Jan-26,Jan-26
200001528,MDS_Change/update Master Data,MDG,Customer master,P30,14-Jan-26,Jan-26
200001529,MDS_Change/update Master Data,MDG,Customer master,P30,14-Jan-26,Jan-26
2160787,VERIFY ZFIN CR 2150118,MDG,Development,YMP30_16,14-Jan-26,Jan-26
2157596,Create FINP UA NMRMC0165919,MDG,Material master creation,LCM WF,14-Jan-26,Jan-26
2161498,R4E_J031_FR_ACN551735_CC_1614,MDG,Production & launch,YMFG002,14-Jan-26,Jan-26
2163321,AFF_ZFIN_Update_P30_Plant 2665,MDG,Maintanence,YMP30_16,14-Jan-26,Jan-26
2163312,AFF_ZFIN_Update_P30_Plant 2655,MDG,Maintanence,YMP30_16,14-Jan-26,Jan-26
2163284,AFF_ZFIN_Update_P30_Plant 2645,MDG,Maintanence,YMP30_16,14-Jan-26,Jan-26
2163322,AFF_ZFIN_Update_P30_Plant 2665,MDG,Maintanence,YMP30_16,14-Jan-26,Jan-26
2163351,"AFF_ZFIN_Update_P30_Plant 2673, 2674, 2675",MDG,Maintanence,YMP30_16,14-Jan-26,Jan-26
2163562,MRP update_B731,MDG,Production & launch,YMUX0033,14-Jan-26,Jan-26
2138648,AFF_ZFIN_Execution-Ready_P30_Plant 2840,MDG,Production & launch,YMP30_21,14-Jan-26,Jan-26
2150895,AFF_ZFIN_Execution-Ready_P30_Plant 2671,MDG,Production & launch,YMP30_21,14-Jan-26,Jan-26
2161560,R4E_J031_FR_ACN552652_CC_1614,MDG,Production & launch,YMFG002,14-Jan-26,Jan-26
2157467,Create FINP DZ NMRMC0165922,MDG,Material master creation,LCM WF,14-Jan-26,Jan-26
2163285,AFF_ZFIN_Update_P30_Plant 2800,MDG,Maintanence,YMP30_16,14-Jan-26,Jan-26
2163324,AFF_ZFIN_Update_P30_Plant 1441,MDG,Maintanence,YMP30_16,14-Jan-26,Jan-26
2163286,AFF_ZFIN_Update_P30_Plant 4030,MDG,Maintanence,YMP30_16,14-Jan-26,Jan-26
100005108,A514 Create/Activate NPPO Media Pool PV,Make,Production master data,G37,14-Jan-26,Jan-26
100005109,A514 Update NPPO Ops and Relationships,Make,Production master data,G37,14-Jan-26,Jan-26
100005105,A514 Update Swab Kit Recipe QE-180022,Make,Production master data,G36,14-Jan-26,Jan-26
100005153,A514 Update Media Pool BOM Manually,Make,Production master data,G37,15-Jan-26,Jan-26
100005152,A514 Create/Activate NPPO PV,Make,Production master data,G37,15-Jan-26,Jan-26
100005099,A513 Hemlibra Update Recipe BOM 11038251,Make,Production master data,G23,15-Jan-26,Jan-26
100005004,A513 Hemlibra Recipe 11038608 BOM update,Make,Production master data,G23,15-Jan-26,Jan-26
100005133,A511 Update DPI DTOM CSC DNSM,Make,Production master data,G14,15-Jan-26,Jan-26
100005131,L931 Several materials update,Make,Production master data,CR1,15-Jan-26,Jan-26
2165307,GB MRP Data; Safety Stock,MDG,Production & launch,YMUX0033,15-Jan-26,Jan-26
2165343,GB MRP Data; Safety Stock,MDG,Production & launch,YMUX0033,15-Jan-26,Jan-26
2165270,GB MRP Data; Lot Size,MDG,Production & launch,YMUX0033,15-Jan-26,Jan-26
2165314,GB MRP Data; Lot Size C231,MDG,Production & launch,YMUX0033,15-Jan-26,Jan-26
2160784,Check data & Update Material to Z2/RF,MDG,Production & launch,YMP30_01,15-Jan-26,Jan-26
2157621,Create FINP UY-BO-PY NMRMC0165924,MDG,Material master creation,LCM WF,15-Jan-26,Jan-26
2163586,Extend FINP_P30_2665,MDG,Development,YMP30_16,15-Jan-26,Jan-26
2158340,Create FINP GB NMRMC0165937,MDG,Material master creation,LCM WF,15-Jan-26,Jan-26
2165830,R4E_ZFIN_plant 2665,MDG,Production & launch,YMP30_21,15-Jan-26,Jan-26
2166289,Non-GMP update_J531,MDG,Production & launch,YMUX0033,15-Jan-26,Jan-26
2165753,F111 QE Update 11025615,MDG,Production & launch,YMUX0033,15-Jan-26,Jan-26
2166005,F111 QE Update 11026052,MDG,Production & launch,YMUX0033,15-Jan-26,Jan-26
2166007,F111 QE Update 11026053,MDG,Production & launch,YMUX0033,15-Jan-26,Jan-26
2158401,Create FINP GB NMRMC0165936,MDG,Material master creation,LCM WF,16-Jan-26,Jan-26
2160784,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,16-Jan-26,Jan-26
2158680,Create FINP BD NMRMC0165925,MDG,Material master creation,LCM WF,16-Jan-26,Jan-26
2166281,R4E_I731_ACN 553612_NZ_CC 2704,MDG,Production & launch,YMFG002,16-Jan-26,Jan-26
2166263,R4E_I731_ACN 553613_NZ_CC 2704,MDG,Production & launch,YMFG002,16-Jan-26,Jan-26
2168352,CMO_ZSEM_UpdateNonGMP_P30_Plant1001_MRPdata,MDG,Maintanence,YMP30_08,16-Jan-26,Jan-26
2168294,CMO_ZSEM_UpdateNonGMP_P30_Plant1001_MRPdata,MDG,Maintanence,YMP30_08,16-Jan-26,Jan-26
2168337,CMO_ZSEM_UpdateNonGMP_P30_Plant1001_MRPdata,MDG,Maintanence,YMP30_08,16-Jan-26,Jan-26
2168353,CMO_ZSEM_UpdateNonGMP_P30_Plant1001_MRPdata,MDG,Maintanence,YMP30_08,16-Jan-26,Jan-26
2165830,AFF_ZFIN_Execution-Ready_P30_Plant 2665,MDG,Production & launch,YMP30_21,16-Jan-26,Jan-26
2168189,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,16-Jan-26,Jan-26
2165654,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,16-Jan-26,Jan-26
2164266,Extend FINP_P98_1310,MDG,Development,YMP30_16,16-Jan-26,Jan-26
2163097,Create SEMP IN NMRMC0165843,MDG,Material master creation,LCM WF,16-Jan-26,Jan-26
2170021,R4E_P98_plant_1310,MDG,Production & launch,YMP30_16,16-Jan-26,Jan-26
100005131,L931 Several materials update,Make,Production master data,CR1,16-Jan-26,Jan-26
100005126,L931_Mircera 100mcg_ALT2_ALT3_Create,Make,Production master data,CR1,16-Jan-26,Jan-26
100005019,11006561_TECENTRIQ 1875MG-15ML_CHANGE,Make,Production master data,CR1,19-Jan-26,Jan-26
100005142,"M731_Alt 1, 2 and 3_Roaccutane 20mg",Make,Production master data,CR1,19-Jan-26,Jan-26
100005113,10227742_ROZLYTREK 200MG_CHANGE,Make,Production master data,CR1,19-Jan-26,Jan-26
100005017,A511 Update DPI CD20 CSC DNSM,Make,Production master data,G14,19-Jan-26,Jan-26
100005069,A511 Update DPI CD20 CSC DNSM,Make,Production master data,G14,19-Jan-26,Jan-26
100005134,M731 Alt 2_3 Kadcyla 160 obsolete,Make,Production master data,CR1,19-Jan-26,Jan-26
100005130,540020_TECENTRI 840MG-14ML_CU_Change,Make,Production master data,CR1,19-Jan-26,Jan-26
2170021,R4E_P98_plant_1310,MDG,Production & launch,YMP30_16,19-Jan-26,Jan-26
2172128,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,19-Jan-26,Jan-26
2172254,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,19-Jan-26,Jan-26
900006040,SVT Flag Update in Q1S,MDG,Production master data,CR999,19-Jan-26,Jan-26
